0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124
45,0.9166,0.7888,0.5747,0.6215,0.6234,0.858,0.0404,0.7464,0.1412,0.5991,0.8277,0.7999,0.6281,0.5518,0.6321,0.2403,0.4241,0.3578,0.5615,0.5907,0.7622,0.4319,0.811,0.3295,0.3681,0.4101,0.7666,0.458,0.6779,0.2327,0.533,0.3608,0.3693,0.9226,0.591,0.183,0.9358,0.7257,0.3725,0.3908,0.5584,0.2309,0.3902,0.5901,0,0.7764,0.6818,0.8053,0.7372,0.902,0.4319,0.6669,0.3564,0.5126,0.308,0.5176,0.2261,0.6799,0.3444,0.5464,0.4366,0.164,0.3319,0.3409,0.5582,0.7738,0.3415,0.5389,0.5619,0.6357,0.6262,0.4502,0.7665,0.8997,1.0127,0.3819,0.1724,0.5151,0.4171,0.11,1.0369,0.902,0.401,0.9917,0.8399,0.9415,0.9362,0.4169,0.6535,0.102,0.3699,1.0072,0.8901,0.3791,0.3687,0.7102,0.1627,0.6574,0.1817,0.573,0.9418,0.9794,0.8362,0.4762,0.5702,0.9527,0.2082,0.7907,0.7743,0.1925,0.0918,0.3148,0.5962,0.7216,0.7098,0.817,0.8833,0.5682,0.3497,0.2359,0.4053,0.1734,0.2873,0.913
46,0.3293,1.4549,1.3509,0.6183,0.3307,1.3204,0.7614,0.0305,0.779,0.626,0.6004,1.5302,0.3685,0.3483,0.6708,0.8394,0.7536,0.4385,1.1748,0.6857,1.413,0.9105,1.5424,1.0998,1.0737,0.6466,1.5133,0.6801,0.6722,0.8488,1.1942,0.6843,0.4824,1.6334,1.1109,0.5994,0.9012,0.8512,0.458,0.7238,0.8789,0.7875,0.8017,0.8235,0.7764,0,0.1803,1.5707,0.1812,1.4807,0.5186,1.4319,0.9362,0.4277,1.0397,0.264,0.6481,0.5642,1.0474,1.2102,0.9224,0.9332,1.0013,1.1097,1.304,1.4243,1.118,0.8792,0.6888,0.9038,0.1712,0.8515,1.4759,1.4516,1.5494,0.4655,0.7632,1.2768,0.6588,0.7816,1.5661,0.8846,0.6677,0.2304,0.0701,1.5849,1.6504,0.4598,0.6569,0.7992,0.5029,1.7569,1.6443,0.8023,0.5446,0.2346,0.7195,0.1581,0.8733,1.3318,1.4635,1.6174,1.4159,0.7353,0.8154,1.5914,0.785,1.5009,1.5057,0.6614,0.7983,0.9503,0.7873,0.3397,1.4796,1.3656,0.7006,0.4464,0.6441,1.0038,0.4266,0.936,0.7689,0.1611
47,0.5003,1.303,1.2469,0.6843,0.1506,1.1465,0.6752,0.1594,0.7151,0.6854,0.7193,1.3934,0.4514,0.3966,0.7345,0.7928,0.7582,0.3245,1.0201,0.7376,1.259,0.7497,1.4058,0.9898,1.0142,0.6539,1.383,0.5099,0.747,0.7994,1.047,0.5261,0.3418,1.4894,0.9462,0.5216,1.0031,0.9151,0.3242,0.5615,0.9012,0.7435,0.7938,0.6462,0.6818,0.1803,0,1.4501,0.3182,1.3153,0.5314,1.3125,0.787,0.4656,0.9143,0.239,0.6027,0.6506,0.9879,1.0631,0.7617,0.8449,0.8632,0.9982,1.1764,1.2701,1.0175,0.8969,0.5108,0.7262,0.0825,0.686,1.3335,1.2836,1.3788,0.325,0.7071,1.1575,0.6676,0.6648,1.3946,0.9819,0.6718,0.3981,0.2059,1.4272,1.5072,0.4599,0.7274,0.6844,0.4898,1.6255,1.5161,0.7918,0.5367,0.3559,0.6612,0.0501,0.8081,1.2098,1.2925,1.4584,1.2515,0.5641,0.6391,1.4328,0.736,1.3584,1.3695,0.6071,0.6854,0.809,0.8296,0.4583,1.3638,1.1985,0.8191,0.2679,0.4885,0.9169,0.4116,0.8515,0.7395,0.3374
48,1.719,0.4089,0.2678,1.3525,1.3525,0.817,0.8301,1.5402,0.8589,1.3271,1.5766,0.1984,1.4223,1.3523,1.3426,0.8673,1.0939,1.1341,0.5638,1.2935,0.4477,0.7951,0.1941,0.4758,0.6798,1.1409,0.1284,1.0297,1.3901,0.8516,0.4858,0.962,1.1091,0.3007,0.7077,0.9883,1.5845,1.3563,1.1261,0.9478,1.1454,0.9084,1.0292,1.0291,0.8053,1.5707,1.4501,0,1.5426,0.6291,1.2095,0.1389,0.7056,1.3035,0.536,1.3191,0.9997,1.4302,0.6938,0.4739,0.7854,0.6726,0.6024,0.4645,0.2805,0.4485,0.4781,1.1233,1.1087,1.0042,1.4094,0.8736,0.2799,0.68,0.7495,1.1256,0.8904,0.2938,1.1411,0.7894,0.7739,1.5509,1.1225,1.7924,1.6299,0.4994,0.2954,1.2121,1.3706,0.7714,1.1621,0.226,0.1144,1.0185,1.1485,1.5146,0.918,1.4363,0.7843,0.2403,0.7479,0.5274,0.611,1.0004,1.0163,0.5149,0.8947,0.2755,0.1966,0.9712,0.7724,0.6606,1.247,1.5181,0.1021,0.666,1.6069,1.2577,0.9874,0.6159,1.208,0.6794,0.9656,1.7144
49,0.205,1.4745,1.3057,0.4515,0.4532,1.3904,0.7139,0.1785,0.7075,0.4626,0.4193,1.5251,0.2038,0.2164,0.504,0.7485,0.6227,0.4519,1.2035,0.525,1.4369,0.9561,1.5368,1.0668,0.9874,0.5186,1.4991,0.7526,0.5001,0.7602,1.21,0.7335,0.521,1.6382,1.16,0.5542,0.7205,0.6814,0.4912,0.7784,0.7318,0.6963,0.6787,0.9124,0.7372,0.1812,0.3182,1.5426,0,1.5267,0.3951,1.404,0.961,0.2925,1.0273,0.2389,0.5664,0.3893,0.9618,1.2256,0.9675,0.8803,1.0076,1.0781,1.289,1.4485,1.0732,0.7351,0.784,0.9928,0.2627,0.9083,1.4798,1.504,1.6076,0.5057,0.6849,1.2515,0.5289,0.7678,1.6264,0.7045,0.5411,0.2813,0.2362,1.6139,1.6538,0.3545,0.4871,0.7823,0.4044,1.7416,1.6255,0.6815,0.4369,0.0574,0.6457,0.2749,0.7987,1.3088,1.5235,1.6486,1.4603,0.8084,0.9011,1.622,0.6987,1.5047,1.4998,0.5875,0.779,0.9626,0.6296,0.1591,1.4467,1.4168,0.5197,0.5531,0.691,0.9472,0.341,0.879,0.6655,0.2068
50,1.7296,0.2229,0.7336,1.5219,1.1765,0.2482,0.9417,1.4523,1.0272,1.5002,1.7194,0.4316,1.4848,1.3979,1.5341,1.0961,1.3167,1.0752,0.3412,1.4925,0.1983,0.572,0.4377,0.6989,1.0311,1.3121,0.5026,0.8062,1.5797,1.0821,0.3786,0.7979,1.0079,0.3844,0.3698,1.0423,1.835,1.618,1.0367,0.757,1.4298,1.1114,1.2705,0.7011,0.902,1.4807,1.3153,0.6291,1.5267,0,1.3207,0.6021,0.5746,1.3826,0.6206,1.2887,1.1263,1.5742,1.029,0.3687,0.5604,0.8744,0.5701,0.6865,0.5155,0.1924,0.7623,1.4079,0.83,0.635,1.3102,0.6296,0.3509,0.0602,0.1312,1.024,1.063,0.5946,1.319,0.8143,0.1581,1.8009,1.3026,1.7097,1.5204,0.177,0.4029,1.2871,1.5551,0.8102,1.2485,0.6034,0.5773,1.2587,1.2593,1.5214,1.0635,1.3238,1.0044,0.5681,0.1219,0.1844,0.0671,0.7537,0.7002,0.1703,1.0898,0.3536,0.4329,1.0925,0.8184,0.5936,1.4901,1.5672,0.6482,0.1204,1.782,1.0581,0.8394,0.8673,1.2564,0.8939,1.1741,1.6413
51,0.5263,1.2199,0.9557,0.2181,0.5782,1.242,0.3966,0.496,0.3506,0.2036,0.3989,1.2263,0.2207,0.179,0.2509,0.3651,0.235,0.3605,0.9801,0.2317,1.1917,0.7906,1.237,0.7424,0.6023,0.1281,1.187,0.6799,0.2857,0.3785,0.9611,0.6129,0.4457,1.3522,0.9818,0.2798,0.567,0.4116,0.4189,0.6603,0.37,0.3148,0.2852,0.8508,0.4319,0.5186,0.5314,1.2095,0.3951,1.3207,0,1.0747,0.751,0.1048,0.7397,0.2924,0.2117,0.2541,0.5776,0.9751,0.7993,0.5373,0.7559,0.7554,0.9827,1.2034,0.7314,0.3668,0.7577,0.9211,0.4494,0.7734,1.1973,1.312,1.4234,0.4411,0.32,0.9306,0.1404,0.5068,1.4461,0.5369,0.1493,0.6764,0.5884,1.3715,1.3653,0.0749,0.2603,0.5126,0.079,1.4225,1.3037,0.2872,0.0632,0.3476,0.2921,0.4846,0.4311,0.9895,1.3469,1.4091,1.2539,0.7262,0.8335,1.3822,0.3225,1.2212,1.2007,0.243,0.5053,0.7272,0.3059,0.3169,1.1093,1.2263,0.4649,0.6095,0.5755,0.5949,0.13,0.5301,0.2746,0.6007
52,1.5815,0.3808,0.1622,1.2234,1.217,0.7561,0.6923,1.4014,0.7244,1.1982,1.4465,0.2151,1.286,1.215,1.2157,0.7385,0.9679,0.9956,0.4657,1.1669,0.4061,0.6742,0.2191,0.3375,0.5658,1.0101,0.1414,0.9014,1.2634,0.7228,0.3815,0.8301,0.9719,0.3505,0.6098,0.8498,1.467,1.2386,0.9883,0.8183,1.0288,0.7776,0.9047,0.9122,0.6669,1.4319,1.3125,0.1389,1.404,0.6021,1.0747,0,0.579,1.1675,0.3993,1.1802,0.8641,1.2993,0.5769,0.3722,0.6653,0.5373,0.4717,0.326,0.1555,0.4105,0.3444,1.0065,0.9841,0.8938,1.2709,0.7517,0.261,0.6451,0.7306,0.9883,0.7567,0.1552,1.0109,0.6508,0.7566,1.433,0.9923,1.6535,1.4912,0.5062,0.3534,1.0754,1.2431,0.6327,1.0256,0.3495,0.2306,0.8936,1.0132,1.3766,0.7828,1.2981,0.6531,0.1047,0.713,0.5404,0.5701,0.875,0.8983,0.5221,0.763,0.2692,0.1972,0.8351,0.6335,0.53,1.1255,1.3816,0.0613,0.614,1.4801,1.1243,0.854,0.4837,1.0702,0.5454,0.8362,1.5755
53,1.1613,0.5187,0.5783,0.9588,0.668,0.502,0.3965,0.9064,0.4956,0.9385,1.1484,0.614,0.9103,0.8235,0.9761,0.586,0.7801,0.5099,0.2425,0.9381,0.4778,0.1113,0.6265,0.3512,0.6217,0.7568,0.6158,0.3245,1.02,0.5753,0.26,0.2661,0.4538,0.7028,0.2354,0.4713,1.2866,1.0809,0.4793,0.2442,0.9137,0.5854,0.746,0.3482,0.3564,0.9362,0.787,0.7056,0.961,0.5746,0.751,0.579,0,0.8086,0.2206,0.7221,0.5679,1.0052,0.6071,0.2761,0.108,0.4011,0.1151,0.3493,0.4257,0.4893,0.4191,0.8937,0.4053,0.3542,0.7654,0.1791,0.5482,0.5617,0.6725,0.4707,0.5285,0.4385,0.7655,0.253,0.6951,1.2532,0.7506,1.1664,0.9847,0.6532,0.7209,0.7137,0.9948,0.2553,0.6768,0.8519,0.7505,0.7348,0.6912,0.9516,0.5171,0.7851,0.5062,0.4756,0.596,0.6876,0.5075,0.296,0.3314,0.661,0.5626,0.5729,0.5914,0.5348,0.2651,0.0668,0.9513,0.9933,0.6384,0.4755,1.2153,0.5625,0.2996,0.4353,0.6819,0.4228,0.6435,1.0935
54,0.4235,1.2941,1.0531,0.225,0.536,1.288,0.4804,0.4077,0.4466,0.2221,0.3473,1.3119,0.1192,0.0798,0.2721,0.4686,0.3311,0.3636,1.0443,0.272,1.2633,0.836,1.323,0.8325,0.7066,0.2262,1.2759,0.696,0.2923,0.4817,1.0321,0.6408,0.4513,1.4351,1.0335,0.3434,0.5681,0.4506,0.4214,0.689,0.4513,0.4177,0.3862,0.868,0.5126,0.4277,0.4656,1.3035,0.2925,1.3826,0.1048,1.1675,0.8086,0,0.8196,0.2339,0.3041,0.2209,0.6817,1.0467,0.8457,0.6311,0.8256,0.8451,1.0693,1.275,0.8261,0.4516,0.7629,0.9424,0.3833,0.8097,1.2787,1.3701,1.4801,0.443,0.4181,1.0208,0.2367,0.5749,1.5019,0.5417,0.2486,0.5737,0.4965,1.4432,1.4488,0.0967,0.2697,0.5836,0.1429,1.5136,1.3953,0.3891,0.1576,0.2433,0.3861,0.4165,0.5309,1.0795,1.4012,1.4802,1.3155,0.7463,0.852,1.4533,0.424,1.303,1.2864,0.3324,0.5775,0.7918,0.366,0.2158,1.2041,1.2835,0.4291,0.5868,0.6005,0.6916,0.1305,0.6255,0.3793,0.499
55,1.2152,0.4841,0.3659,0.9231,0.818,0.6333,0.3435,1.0092,0.4144,0.8997,1.134,0.498,0.9336,0.8545,0.9287,0.476,0.7005,0.6014,0.2963,0.8844,0.4618,0.3316,0.5096,0.1318,0.4383,0.7078,0.4741,0.5186,0.9757,0.4618,0.2419,0.4382,0.5731,0.6161,0.3837,0.481,1.2202,0.9999,0.5905,0.4338,0.8092,0.4943,0.6513,0.5677,0.308,1.0397,0.9143,0.536,1.0273,0.6206,0.7397,0.3993,0.2206,0.8196,0,0.7956,0.5315,0.9857,0.4295,0.2525,0.3271,0.2541,0.1086,0.1289,0.2643,0.4731,0.2026,0.7874,0.6112,0.574,0.8756,0.3978,0.4591,0.6292,0.7415,0.5896,0.4505,0.2456,0.7129,0.2602,0.7673,1.1859,0.6955,1.2648,1.0969,0.639,0.6305,0.7234,0.9521,0.2451,0.6774,0.7177,0.6046,0.6395,0.6765,1.006,0.4589,0.9016,0.384,0.2957,0.6811,0.6774,0.5582,0.502,0.5504,0.6509,0.4734,0.4835,0.4726,0.4984,0.2485,0.1559,0.8731,1.0257,0.4532,0.5544,1.1857,0.7278,0.4582,0.2568,0.7072,0.274,0.5575,1.1878
56,0.4409,1.2363,1.092,0.4582,0.3038,1.1585,0.5,0.2354,0.5151,0.456,0.5368,1.2921,0.2549,0.1775,0.506,0.5785,0.5205,0.2135,0.9647,0.5042,1.1983,0.7192,1.304,0.8449,0.8107,0.4155,1.2693,0.5281,0.5243,0.5872,0.9719,0.4992,0.2872,1.4026,0.9232,0.3374,0.7939,0.6841,0.2564,0.5453,0.6622,0.527,0.5594,0.6947,0.5176,0.264,0.239,1.3191,0.2389,1.2887,0.2924,1.1802,0.7221,0.2339,0.7956,0,0.3863,0.4395,0.7843,0.9876,0.7304,0.6712,0.7706,0.8554,1.0591,1.2099,0.8587,0.6581,0.5741,0.7738,0.1572,0.6746,1.2442,1.267,1.3717,0.2731,0.5,1.0261,0.429,0.5354,1.391,0.7694,0.4339,0.4741,0.3317,1.3751,1.4186,0.2212,0.5026,0.5512,0.2543,1.5126,1.3978,0.5582,0.3002,0.2348,0.4558,0.1928,0.6094,1.0824,1.2883,1.4097,1.2222,0.583,0.6815,1.3831,0.5232,1.2692,1.267,0.398,0.5489,0.7245,0.5927,0.3034,1.2257,1.1797,0.6312,0.3681,0.4565,0.7412,0.1753,0.6732,0.5138,0.3956
57,0.7245,1.0143,0.7494,0.3958,0.5959,1.0684,0.1883,0.6204,0.1432,0.3739,0.6025,1.0148,0.4232,0.3592,0.409,0.1922,0.2326,0.3229,0.7853,0.3702,0.9883,0.6251,1.0255,0.5309,0.4261,0.189,0.9753,0.5721,0.4538,0.2009,0.7591,0.487,0.3842,1.1415,0.803,0.131,0.7191,0.5204,0.3689,0.5298,0.3868,0.1414,0.2286,0.7324,0.2261,0.6481,0.6027,0.9997,0.5664,1.1263,0.2117,0.8641,0.5679,0.3041,0.5315,0.3863,0,0.4542,0.3999,0.7725,0.6322,0.3271,0.5569,0.5438,0.7711,0.9999,0.522,0.372,0.6662,0.7929,0.5298,0.6237,0.9872,1.1219,1.2345,0.388,0.1185,0.7191,0.1981,0.3155,1.2582,0.6859,0.1843,0.84,0.717,1.1675,1.1543,0.2161,0.429,0.3169,0.1651,1.2113,1.0927,0.2214,0.1493,0.5287,0.082,0.5653,0.2324,0.7779,1.1614,1.2054,1.0601,0.608,0.7133,1.1787,0.1369,1.011,0.9893,0.0338,0.3083,0.5348,0.3921,0.5195,0.9001,1.038,0.6572,0.5846,0.4583,0.3878,0.2269,0.3214,0.1439,0.7614
58,0.4117,1.4685,1.1684,0.0902,0.7425,1.4948,0.6426,0.5533,0.5805,0.1141,0.1487,1.4632,0.2003,0.2621,0.132,0.5638,0.3517,0.5841,1.2334,0.1722,1.4419,1.0429,1.4734,0.9756,0.7815,0.2893,1.4189,0.9156,0.1132,0.5792,1.212,0.8568,0.6718,1.5925,1.2355,0.5339,0.3548,0.2952,0.6421,0.9047,0.3957,0.5219,0.4198,1.0876,0.6799,0.5642,0.6506,1.4302,0.3893,1.5742,0.2541,1.2993,1.0052,0.2209,0.9857,0.4395,0.4542,0,0.7601,1.2257,1.0519,0.7666,1.0078,0.989,1.2194,1.4535,0.9551,0.4069,0.9837,1.1611,0.5718,1.0222,1.4396,1.566,1.6775,0.6638,0.546,1.1618,0.2893,0.7599,1.7002,0.3318,0.3078,0.6378,0.6246,1.6213,1.6046,0.3009,0.1066,0.7649,0.3298,1.6488,1.5298,0.4282,0.3149,0.3323,0.5285,0.6006,0.6463,1.2205,1.601,1.6592,1.5075,0.9651,1.0713,1.6324,0.5364,1.4631,1.4377,0.4876,0.7573,0.9806,0.2732,0.2361,1.3285,1.4804,0.2121,0.8032,0.8174,0.8156,0.3473,0.7558,0.4653,0.5773
59,1.1037,0.8534,0.426,0.6759,0.9528,1.0628,0.3312,1.0194,0.2728,0.6503,0.9009,0.7739,0.7981,0.7485,0.6588,0.2136,0.4108,0.6764,0.7235,0.609,0.8474,0.7101,0.7816,0.3301,0.0264,0.4788,0.7126,0.7955,0.7053,0.2016,0.6581,0.698,0.7055,0.912,0.8099,0.4674,0.8911,0.6628,0.7034,0.7216,0.4522,0.2655,0.3433,0.91,0.3444,1.0474,0.9879,0.6938,0.9618,1.029,0.5776,0.5769,0.6071,0.6817,0.4295,0.7843,0.3999,0.7601,0,0.6649,0.7105,0.211,0.5228,0.3426,0.5485,0.8574,0.2695,0.43,0.9,0.9423,0.9206,0.7521,0.7799,1.0462,1.156,0.7161,0.2844,0.4725,0.4752,0.4312,1.1825,0.8574,0.4574,1.2385,1.1159,1.0082,0.9192,0.6073,0.6879,0.4128,0.5574,0.9191,0.8024,0.3337,0.5267,0.9199,0.3291,0.9551,0.1804,0.5244,1.1027,1.0469,0.9715,0.8065,0.8903,1.0225,0.2639,0.7989,0.7504,0.3863,0.4039,0.5439,0.5544,0.8937,0.5923,0.9772,0.9207,0.9088,0.6916,0.1744,0.626,0.1908,0.3046,1.1602
60,1.4222,0.2494,0.4415,1.1676,0.9431,0.4214,0.5848,1.1803,0.664,1.1449,1.3731,0.3468,1.1559,1.0723,1.1761,0.7285,0.952,0.7786,0.0939,1.1328,0.2167,0.3381,0.3593,0.3359,0.6691,0.9542,0.364,0.5882,1.2225,0.7143,0.0161,0.5409,0.728,0.4269,0.2377,0.7033,1.4715,1.2521,0.7524,0.5142,1.0616,0.746,0.9037,0.5603,0.5464,1.2102,1.0631,0.4739,1.2256,0.3687,0.9751,0.3722,0.2761,1.0467,0.2525,0.9876,0.7725,1.2257,0.6649,0,0.327,0.5059,0.2214,0.3245,0.2248,0.2284,0.404,1.0397,0.6531,0.5307,1.04,0.4164,0.2741,0.3815,0.4923,0.745,0.7,0.2829,0.9602,0.4719,0.5186,1.4372,0.9432,1.4402,1.26,0.3967,0.4451,0.9501,1.1985,0.4634,0.9074,0.587,0.4952,0.8919,0.9124,1.2117,0.7046,1.0605,0.6364,0.2873,0.4382,0.434,0.3079,0.5497,0.5492,0.4071,0.7248,0.2983,0.3265,0.7388,0.4702,0.2631,1.125,1.244,0.433,0.3137,1.4296,0.835,0.5755,0.4996,0.9263,0.5253,0.8091,1.3663
61,1.1711,0.5476,0.6784,1.013,0.6306,0.443,0.4751,0.8936,0.5778,0.9944,1.191,0.6737,0.9392,0.8507,1.0349,0.6737,0.8541,0.5174,0.2639,0.9999,0.5009,0.0121,0.6862,0.4584,0.7261,0.8201,0.686,0.2648,1.0769,0.6642,0.3119,0.2381,0.4476,0.747,0.1927,0.5222,1.3497,1.1514,0.4766,0.2002,0.9943,0.6676,0.8258,0.2483,0.4366,0.9224,0.7617,0.7854,0.9675,0.5604,0.7993,0.6653,0.108,0.8457,0.3271,0.7304,0.6322,1.0519,0.7105,0.327,0,0.502,0.2194,0.4559,0.5099,0.5115,0.5269,0.9751,0.3265,0.2469,0.7513,0.0895,0.5993,0.5366,0.6418,0.4636,0.6084,0.5327,0.83,0.3275,0.6618,1.3169,0.8164,1.1522,0.9649,0.6656,0.7662,0.7538,1.0514,0.3351,0.7222,0.9138,0.8194,0.8149,0.7426,0.9644,0.5911,0.7666,0.5991,0.5644,0.5595,0.6967,0.4946,0.223,0.2334,0.6711,0.6448,0.623,0.653,0.6004,0.3454,0.1747,1.0223,1.0165,0.7259,0.4493,1.2637,0.517,0.2792,0.5404,0.7159,0.5235,0.7226,1.0825
62,1.049,0.7266,0.4255,0.6953,0.7867,0.8766,0.1719,0.9035,0.1874,0.6707,0.9149,0.6973,0.75,0.6822,0.6941,0.225,0.4554,0.5214,0.5477,0.6473,0.7098,0.5011,0.7074,0.2093,0.2297,0.4791,0.6525,0.5905,0.7417,0.2101,0.4958,0.4936,0.5318,0.8288,0.6157,0.3339,0.9737,0.7503,0.5361,0.5139,0.5558,0.2513,0.4015,0.6994,0.164,0.9332,0.8449,0.6726,0.8803,0.8744,0.5373,0.5373,0.4011,0.6311,0.2541,0.6712,0.3271,0.7666,0.211,0.5059,0.502,0,0.3289,0.223,0.4541,0.7208,0.1951,0.5339,0.6947,0.7314,0.7873,0.5411,0.6797,0.8831,0.9956,0.5449,0.2208,0.3954,0.4818,0.2267,1.0213,0.9393,0.4634,1.1432,0.9981,0.8831,0.8401,0.5406,0.7196,0.2069,0.4902,0.8855,0.7666,0.3896,0.476,0.848,0.2455,0.8193,0.132,0.4542,0.9341,0.9219,0.8123,0.5981,0.6797,0.896,0.2331,0.7023,0.672,0.2991,0.1991,0.3407,0.6256,0.8461,0.573,0.8073,0.9564,0.7273,0.4914,0.0721,0.5407,0.0218,0.314,1.0643
63,1.2025,0.4703,0.4634,0.9527,0.7547,0.5478,0.3717,0.971,0.4596,0.9307,1.1545,0.5304,0.9345,0.851,0.964,0.537,0.7495,0.565,0.2301,0.9224,0.4377,0.2246,0.5427,0.2404,0.5343,0.742,0.522,0.4301,1.0098,0.5243,0.2066,0.3596,0.5226,0.633,0.2878,0.4822,1.266,1.0517,0.5442,0.3467,0.871,0.5462,0.7072,0.4633,0.3319,1.0013,0.8632,0.6024,1.0076,0.5701,0.7559,0.4717,0.1151,0.8256,0.1086,0.7706,0.5569,1.0078,0.5228,0.2214,0.2194,0.3289,0,0.2371,0.322,0.4494,0.3108,0.8499,0.5167,0.4662,0.8329,0.2942,0.475,0.5693,0.6824,0.5396,0.4949,0.3265,0.749,0.2507,0.7071,1.232,0.7326,1.2299,1.0544,0.6176,0.6496,0.729,0.9853,0.2433,0.6869,0.7631,0.6563,0.6955,0.6935,0.992,0.4936,0.8559,0.4494,0.3673,0.6144,0.6546,0.5044,0.407,0.4466,0.6277,0.524,0.5,0.5063,0.5231,0.2506,0.0583,0.9229,1.0227,0.5298,0.4883,1.2137,0.656,0.3865,0.3484,0.7049,0.3504,0.608,1.1547
64,1.2563,0.5164,0.2528,0.9183,0.9141,0.7349,0.367,1.0793,0.4087,0.8937,1.1375,0.4744,0.963,0.8902,0.9166,0.4429,0.6754,0.6767,0.3917,0.8695,0.5066,0.4604,0.4845,0.0139,0.3452,0.7021,0.4316,0.6374,0.9643,0.4274,0.319,0.5517,0.6619,0.6061,0.4992,0.5239,1.1907,0.965,0.6751,0.5527,0.7635,0.4736,0.6181,0.6956,0.3409,1.1097,0.9982,0.4645,1.0781,0.6865,0.7554,0.326,0.3493,0.8451,0.1289,0.8554,0.5438,0.989,0.3426,0.3245,0.4559,0.223,0.2371,0,0.2312,0.5169,0.0814,0.7411,0.7333,0.7029,0.9518,0.5257,0.4589,0.7047,0.8137,0.6776,0.443,0.1757,0.7047,0.3334,0.8404,1.1563,0.6864,1.3293,1.1706,0.6728,0.6171,0.7518,0.9424,0.3138,0.7026,0.6687,0.5507,0.6064,0.693,1.0508,0.4639,0.9804,0.3511,0.2344,0.7625,0.7117,0.6294,0.625,0.678,0.6865,0.456,0.4809,0.449,0.5134,0.3132,0.2839,0.843,1.0579,0.3703,0.6381,1.1793,0.8321,0.5666,0.1893,0.7448,0.2361,0.5357,1.251
65,1.4737,0.3129,0.225,1.1493,1.0743,0.6317,0.5889,1.2735,0.6389,1.1248,1.3679,0.2439,1.1859,1.1099,1.1477,0.673,0.9057,0.8656,0.3185,1.1005,0.319,0.519,0.2544,0.2449,0.5444,0.933,0.2102,0.7495,1.1955,0.6574,0.2319,0.6816,0.8346,0.3751,0.4607,0.7381,1.4189,1.1921,0.8532,0.6673,0.9876,0.7047,0.8472,0.7566,0.5582,1.304,1.1764,0.2805,1.289,0.5155,0.9827,0.1555,0.4257,1.0693,0.2643,1.0591,0.7711,1.2194,0.5485,0.2248,0.5099,0.4541,0.322,0.2312,0,0.327,0.283,0.9651,0.8301,0.7388,1.1395,0.5967,0.232,0.5483,0.6467,0.8513,0.6736,0.0805,0.9358,0.524,0.6736,1.3846,0.9175,1.5291,1.3609,0.4632,0.386,0.9745,1.1735,0.5079,0.9264,0.4536,0.3404,0.8356,0.9198,1.2657,0.6925,1.165,0.5818,0.0627,0.6137,0.5013,0.4707,0.7213,0.7428,0.4781,0.6871,0.2524,0.2184,0.7398,0.5104,0.3801,1.0719,1.2797,0.2165,0.5016,1.4104,0.9778,0.7078,0.4164,0.9631,0.4671,0.7667,1.4519
66,1.6469,0.0464,0.5419,1.3942,1.1419,0.3736,0.8118,1.3947,0.8875,1.3712,1.6011,0.2574,1.3837,1.2997,1.4014,0.9456,1.173,0.9987,0.25,1.3573,0.0117,0.5236,0.266,0.5302,0.8571,1.1799,0.3202,0.7752,1.4481,0.9309,0.2429,0.744,0.9424,0.2593,0.351,0.9316,1.6927,1.4709,0.9684,0.7106,1.2753,0.9668,1.1219,0.7084,0.7738,1.4243,1.2701,0.4485,1.4485,0.1924,1.2034,0.4105,0.4893,1.275,0.4731,1.2099,0.9999,1.4535,0.8574,0.2284,0.5115,0.7208,0.4494,0.5169,0.327,0,0.5881,1.2531,0.8223,0.6579,1.2532,0.5954,0.1692,0.2352,0.3227,0.9592,0.9236,0.4071,1.1854,0.7001,0.3493,1.6583,1.1682,1.6547,1.4709,0.1682,0.2798,1.1784,1.4243,0.6918,1.1358,0.4668,0.4143,1.1101,1.1406,1.4365,0.9304,1.2714,0.8527,0.377,0.3034,0.2057,0.1628,0.7291,0.7021,0.1789,0.9463,0.1789,0.2529,0.9662,0.6986,0.4876,1.3451,1.4712,0.4584,0.2193,1.6565,1.0285,0.7821,0.7038,1.1541,0.7387,1.0302,1.5823
